X_i, allowed Y_i
-31839, "[-929; 32767]"
-31838, "[-930; 32767]"
-31837, "[-931; 32767]"
-31836, "[-932; 32767]"
-31835, "[-933; 32767]"
-31834, "[-934; 32767]"
-31833, "[-935; 32767]"
-31832, "[-936; 32767]"
-31831, "[-937; 32767]"
-31830, "[-938; 32767]"
-31829, "[-939; 32767]"
-31828, "[-940; 32767]"
-31827, "[-941; 32767]"
-31826, "[-942; 32767]"
-31825, "[-943; 32767]"
-31824, "[-944; 32767]"
-31823, "[-945; 32767]"
-31822, "[-946; 32767]"
-31821, "[-947; 32767]"
-31820, "[-948; 32767]"
-31819, "[-949; 32767]"
-31818, "[-950; 32767]"
-31817, "[-951; 32767]"
-31816, "[-952; 32767]"
-31815, "[-953; 32767]"
-31814, "[-954; 32767]"
-31813, "[-955; 32767]"
-31812, "[-956; 32767]"
-31811, "[-957; 32767]"
-31810, "[-958; 32767]"
-31809, "[-959; 32767]"
-31808, "[-960; 32767]"
-31807, "[-961; 32767]"
-31806, "[-962; 32767]"
-31805, "[-963; 32767]"
-31804, "[-964; 32767]"
-31803, "[-965; 32767]"
-31802, "[-966; 32767]"
-31801, "[-967; 32767]"
-31800, "[-968; 32767]"
-31799, "[-969; 32767]"
-31798, "[-970; 32767]"
-31797, "[-971; 32767]"
-31796, "[-972; 32767]"
-31795, "[-973; 32767]"
-31794, "[-974; 32767]"
-31793, "[-975; 32767]"
-31792, "[-976; 32767]"
-31791, "[-977; 32767]"
-31790, "[-978; 32767]"
-31789, "[-979; 32767]"
-31788, "[-980; 32767]"
-31787, "[-981; 32767]"
-31786, "[-982; 32767]"
-31785, "[-983; 32767]"
-31784, "[-984; 32767]"
-31783, "[-985; 32767]"
-31782, "[-986; 32767]"
-31781, "[-987; 32767]"
-31780, "[-988; 32767]"
-31779, "[-989; 32767]"
-31778, "[-990; 32767]"
-31777, "[-991; 32767]"
-31776, "[-992; 32767]"
-31775, "[-993; 32767]"
-31774, "[-994; 32767]"
-31773, "[-995; 32767]"
-31772, "[-996; 32767]"
-31771, "[-997; 32767]"
-31770, "[-998; 32767]"
-31769, "[-999; 32767]"
-31768, "[-1000; 32767]"
-31767, "[-1001; 32767]"
-31766, "[-1002; 32767]"
-31765, "[-1003; 32767]"
-31764, "[-1004; 32767]"
-31763, "[-1005; 32767]"
-31762, "[-1006; 32767]"
-31761, "[-1007; 32767]"
-31760, "[-1008; 32767]"
-31759, "[-1009; 32767]"
-31758, "[-1010; 32767]"
-31757, "[-1011; 32767]"
-31756, "[-1012; 32767]"
-31755, "[-1013; 32767]"
-31754, "[-1014; 32767]"
-31753, "[-1015; 32767]"
-31752, "[-1016; 32767]"
-31751, "[-1017; 32767]"
-31750, "[-1018; 32767]"
-31749, "[-1019; 32767]"
-31748, "[-1020; 32767]"
-31747, "[-1021; 32767]"
-31746, "[-1022; 32767]"
-31745, "[-1023; 32767]"
-31744, "[-1024; 32767]"
-31743, "[-1025; 32767]"
-31742, "[-1026; 32767]"
-31741, "[-1027; 32767]"
-31740, "[-1028; 32767]"
-31739, "[-1029; 32767]"
-31738, "[-1030; 32767]"
-31737, "[-1031; 32767]"
-31736, "[-1032; 32767]"
-31735, "[-1033; 32767]"
-31734, "[-1034; 32767]"
-31733, "[-1035; 32767]"
-31732, "[-1036; 32767]"
-31731, "[-1037; 32767]"
-31730, "[-1038; 32767]"
-31729, "[-1039; 32767]"
-31728, "[-1040; 32767]"
-31727, "[-1041; 32767]"
-31726, "[-1042; 32767]"
-31725, "[-1043; 32767]"
-31724, "[-1044; 32767]"
-31723, "[-1045; 32767]"
-31722, "[-1046; 32767]"
-31721, "[-1047; 32767]"
-31720, "[-1048; 32767]"
-31719, "[-1049; 32767]"
-31718, "[-1050; 32767]"
-31717, "[-1051; 32767]"
-31716, "[-1052; 32767]"
-31715, "[-1053; 32767]"
-31714, "[-1054; 32767]"
-31713, "[-1055; 32767]"
-31712, "[-1056; 32767]"
-31711, "[-1057; 32767]"
-31710, "[-1058; 32767]"
-31709, "[-1059; 32767]"
-31708, "[-1060; 32767]"
-31707, "[-1061; 32767]"
-31706, "[-1062; 32767]"
-31705, "[-1063; 32767]"
-31704, "[-1064; 32767]"
-31703, "[-1065; 32767]"
-31702, "[-1066; 32767]"
-31701, "[-1067; 32767]"
-31700, "[-1068; 32767]"
-31699, "[-1069; 32767]"
-31698, "[-1070; 32767]"
-31697, "[-1071; 32767]"
-31696, "[-1072; 32767]"
-31695, "[-1073; 32767]"
-31694, "[-1074; 32767]"
-31693, "[-1075; 32767]"
-31692, "[-1076; 32767]"
-31691, "[-1077; 32767]"
-31690, "[-1078; 32767]"
-31689, "[-1079; 32767]"
-31688, "[-1080; 32767]"
-31687, "[-1081; 32767]"
-31686, "[-1082; 32767]"
-31685, "[-1083; 32767]"
-31684, "[-1084; 32767]"
-31683, "[-1085; 32767]"
-31682, "[-1086; 32767]"
-31681, "[-1087; 32767]"
-31680, "[-1088; 32767]"
-31679, "[-1089; 32767]"
-31678, "[-1090; 32767]"
-31677, "[-1091; 32767]"
-31676, "[-1092; 32767]"
-31675, "[-1093; 32767]"
-31674, "[-1094; 32767]"
-31673, "[-1095; 32767]"
-31672, "[-1096; 32767]"
-31671, "[-1097; 32767]"
-31670, "[-1098; 32767]"
-31669, "[-1099; 32767]"
-31668, "[-1100; 32767]"
-31667, "[-1101; 32767]"
-31666, "[-1102; 32767]"
-31665, "[-1103; 32767]"
-31664, "[-1104; 32767]"
-31663, "[-1105; 32767]"
-31662, "[-1106; 32767]"
-31661, "[-1107; 32767]"
-31660, "[-1108; 32767]"
-31659, "[-1109; 32767]"
-31658, "[-1110; 32767]"
-31657, "[-1111; 32767]"
-31656, "[-1112; 32767]"
-31655, "[-1113; 32767]"
-31654, "[-1114; 32767]"
-31653, "[-1115; 32767]"
-31652, "[-1116; 32767]"
-31651, "[-1117; 32767]"
-31650, "[-1118; 32767]"
-31649, "[-1119; 32767]"
-31648, "[-1120; 32767]"
-31647, "[-1121; 32767]"
-31646, "[-1122; 32767]"
-31645, "[-1123; 32767]"
-31644, "[-1124; 32767]"
-31643, "[-1125; 32767]"
-31642, "[-1126; 32767]"
-31641, "[-1127; 32767]"
-31640, "[-1128; 32767]"
-31639, "[-1129; 32767]"
-31638, "[-1130; 32767]"
-31637, "[-1131; 32767]"
-31636, "[-1132; 32767]"
-31635, "[-1133; 32767]"
-31634, "[-1134; 32767]"
-31633, "[-1135; 32767]"
-31632, "[-1136; 32767]"
-31631, "[-1137; 32767]"
-31630, "[-1138; 32767]"
-31629, "[-1139; 32767]"
-31628, "[-1140; 32767]"
-31627, "[-1141; 32767]"
-31626, "[-1142; 32767]"
-31625, "[-1143; 32767]"
-31624, "[-1144; 32767]"
-31623, "[-1145; 32767]"
-31622, "[-1146; 32767]"
-31621, "[-1147; 32767]"
-31620, "[-1148; 32767]"
-31619, "[-1149; 32767]"
-31618, "[-1150; 32767]"
-31617, "[-1151; 32767]"
-31616, "[-1152; 32767]"
-31615, "[-1153; 32767]"
-31614, "[-1154; 32767]"
-31613, "[-1155; 32767]"
-31612, "[-1156; 32767]"
-31611, "[-1157; 32767]"
-31610, "[-1158; 32767]"
-31609, "[-1159; 32767]"
-31608, "[-1160; 32767]"
-31607, "[-1161; 32767]"
-31606, "[-1162; 32767]"
-31605, "[-1163; 32767]"
-31604, "[-1164; 32767]"
-31603, "[-1165; 32767]"
-31602, "[-1166; 32767]"
-31601, "[-1167; 32767]"
-31600, "[-1168; 32767]"
-31599, "[-1169; 32767]"
-31598, "[-1170; 32767]"
-31597, "[-1171; 32767]"
-31596, "[-1172; 32767]"
-31595, "[-1173; 32767]"
-31594, "[-1174; 32767]"
-31593, "[-1175; 32767]"
-31592, "[-1176; 32767]"
-31591, "[-1177; 32767]"
-31590, "[-1178; 32767]"
-31589, "[-1179; 32767]"
-31588, "[-1180; 32767]"
-31587, "[-1181; 32767]"
-31586, "[-1182; 32767]"
-31585, "[-1183; 32767]"
-31584, "[-1184; 32767]"
-31583, "[-1185; 32767]"
-31582, "[-1186; 32767]"
-31581, "[-1187; 32767]"
-31580, "[-1188; 32767]"
-31579, "[-1189; 32767]"
-31578, "[-1190; 32767]"
-31577, "[-1191; 32767]"
-31576, "[-1192; 32767]"
-31575, "[-1193; 32767]"
-31574, "[-1194; 32767]"
-31573, "[-1195; 32767]"
-31572, "[-1196; 32767]"
-31571, "[-1197; 32767]"
-31570, "[-1198; 32767]"
-31569, "[-1199; 32767]"
-31568, "[-1200; 32767]"
-31567, "[-1201; 32767]"
-31566, "[-1202; 32767]"
-31565, "[-1203; 32767]"
-31564, "[-1204; 32767]"
-31563, "[-1205; 32767]"
-31562, "[-1206; 32767]"
-31561, "[-1207; 32767]"
-31560, "[-1208; 32767]"
-31559, "[-1209; 32767]"
-31558, "[-1210; 32767]"
-31557, "[-1211; 32767]"
-31556, "[-1212; 32767]"
-31555, "[-1213; 32767]"
-31554, "[-1214; 32767]"
-31553, "[-1215; 32767]"
-31552, "[-1216; 32767]"
-31551, "[-1217; 32767]"
-31550, "[-1218; 32767]"
-31549, "[-1219; 32767]"
-31548, "[-1220; 32767]"
-31547, "[-1221; 32767]"
-31546, "[-1222; 32767]"
-31545, "[-1223; 32767]"
-31544, "[-1224; 32767]"
-31543, "[-1225; 32767]"
-31542, "[-1226; 32767]"
-31541, "[-1227; 32767]"
-31540, "[-1228; 32767]"
-31539, "[-1229; 32767]"
-31538, "[-1230; 32767]"
-31537, "[-1231; 32767]"
-31536, "[-1232; 32767]"
-31535, "[-1233; 32767]"
-31534, "[-1234; 32767]"
-31533, "[-1235; 32767]"
-31532, "[-1236; 32767]"
-31531, "[-1237; 32767]"
-31530, "[-1238; 32767]"
-31529, "[-1239; 32767]"
-31528, "[-1240; 32767]"
-31527, "[-1241; 32767]"
-31526, "[-1242; 32767]"
-31525, "[-1243; 32767]"
-31524, "[-1244; 32767]"
-31523, "[-1245; 32767]"
-31522, "[-1246; 32767]"
-31521, "[-1247; 32767]"
-31520, "[-1248; 32767]"
-31519, "[-1249; 32767]"
-31518, "[-1250; 32767]"
-31517, "[-1251; 32767]"
-31516, "[-1252; 32767]"
-31515, "[-1253; 32767]"
-31514, "[-1254; 32767]"
-31513, "[-1255; 32767]"
-31512, "[-1256; 32767]"
-31511, "[-1257; 32767]"
-31510, "[-1258; 32767]"
-31509, "[-1259; 32767]"
-31508, "[-1260; 32767]"
-31507, "[-1261; 32767]"
-31506, "[-1262; 32767]"
-31505, "[-1263; 32767]"
-31504, "[-1264; 32767]"
-31503, "[-1265; 32767]"
-31502, "[-1266; 32767]"
-31501, "[-1267; 32767]"
-31500, "[-1268; 32767]"
-31499, "[-1269; 32767]"
-31498, "[-1270; 32767]"
-31497, "[-1271; 32767]"
-31496, "[-1272; 32767]"
-31495, "[-1273; 32767]"
-31494, "[-1274; 32767]"
-31493, "[-1275; 32767]"
-31492, "[-1276; 32767]"
-31491, "[-1277; 32767]"
-31490, "[-1278; 32767]"
-31489, "[-1279; 32767]"
-31488, "[-1280; 32767]"
-31487, "[-1281; 32767]"
-31486, "[-1282; 32767]"
-31485, "[-1283; 32767]"
-31484, "[-1284; 32767]"
-31483, "[-1285; 32767]"
-31482, "[-1286; 32767]"
-31481, "[-1287; 32767]"
-31480, "[-1288; 32767]"
-31479, "[-1289; 32767]"
-31478, "[-1290; 32767]"
-31477, "[-1291; 32767]"
-31476, "[-1292; 32767]"
-31475, "[-1293; 32767]"
-31474, "[-1294; 32767]"
-31473, "[-1295; 32767]"
-31472, "[-1296; 32767]"
-31471, "[-1297; 32767]"
-31470, "[-1298; 32767]"
-31469, "[-1299; 32767]"
-31468, "[-1300; 32767]"
-31467, "[-1301; 32767]"
-31466, "[-1302; 32767]"
-31465, "[-1303; 32767]"
-31464, "[-1304; 32767]"
-31463, "[-1305; 32767]"
-31462, "[-1306; 32767]"
-31461, "[-1307; 32767]"
-31460, "[-1308; 32767]"
-31459, "[-1309; 32767]"
-31458, "[-1310; 32767]"
-31457, "[-1311; 32767]"
-31456, "[-1312; 32767]"
-31455, "[-1313; 32767]"
-31454, "[-1314; 32767]"
-31453, "[-1315; 32767]"
-31452, "[-1316; 32767]"
-31451, "[-1317; 32767]"
-31450, "[-1318; 32767]"
-31449, "[-1319; 32767]"
-31448, "[-1320; 32767]"
-31447, "[-1321; 32767]"
-31446, "[-1322; 32767]"
-31445, "[-1323; 32767]"
-31444, "[-1324; 32767]"
-31443, "[-1325; 32767]"
-31442, "[-1326; 32767]"
-31441, "[-1327; 32767]"
-31440, "[-1328; 32767]"
-31439, "[-1329; 32767]"
-31438, "[-1330; 32767]"
-31437, "[-1331; 32767]"
-31436, "[-1332; 32767]"
-31435, "[-1333; 32767]"
-31434, "[-1334; 32767]"
-31433, "[-1335; 32767]"
-31432, "[-1336; 32767]"
-31431, "[-1337; 32767]"
-31430, "[-1338; 32767]"
-31429, "[-1339; 32767]"
-31428, "[-1340; 32767]"
-31427, "[-1341; 32767]"
-31426, "[-1342; 32767]"
-31425, "[-1343; 32767]"
-31424, "[-1344; 32767]"
-31423, "[-1345; 32767]"
-31422, "[-1346; 32767]"
-31421, "[-1347; 32767]"
-31420, "[-1348; 32767]"
-31419, "[-1349; 32767]"
-31418, "[-1350; 32767]"
-31417, "[-1351; 32767]"
-31416, "[-1352; 32767]"
-31415, "[-1353; 32767]"
-31414, "[-1354; 32767]"
-31413, "[-1355; 32767]"
-31412, "[-1356; 32767]"
-31411, "[-1357; 32767]"
-31410, "[-1358; 32767]"
-31409, "[-1359; 32767]"
-31408, "[-1360; 32767]"
-31407, "[-1361; 32767]"
-31406, "[-1362; 32767]"
-31405, "[-1363; 32767]"
-31404, "[-1364; 32767]"
-31403, "[-1365; 32767]"
-31402, "[-1366; 32767]"
-31401, "[-1367; 32767]"
-31400, "[-1368; 32767]"
-31399, "[-1369; 32767]"
-31398, "[-1370; 32767]"
-31397, "[-1371; 32767]"
-31396, "[-1372; 32767]"
-31395, "[-1373; 32767]"
-31394, "[-1374; 32767]"
-31393, "[-1375; 32767]"
-31392, "[-1376; 32767]"
-31391, "[-1377; 32767]"
-31390, "[-1378; 32767]"
-31389, "[-1379; 32767]"
-31388, "[-1380; 32767]"
-31387, "[-1381; 32767]"
-31386, "[-1382; 32767]"
-31385, "[-1383; 32767]"
-31384, "[-1384; 32767]"
-31383, "[-1385; 32767]"
-31382, "[-1386; 32767]"
-31381, "[-1387; 32767]"
-31380, "[-1388; 32767]"
-31379, "[-1389; 32767]"
-31378, "[-1390; 32767]"
-31377, "[-1391; 32767]"
-31376, "[-1392; 32767]"
-31375, "[-1393; 32767]"
-31374, "[-1394; 32767]"
-31373, "[-1395; 32767]"
-31372, "[-1396; 32767]"
-31371, "[-1397; 32767]"
-31370, "[-1398; 32767]"
-31369, "[-1399; 32767]"
-31368, "[-1400; 32767]"
-31367, "[-1401; 32767]"
-31366, "[-1402; 32767]"
-31365, "[-1403; 32767]"
-31364, "[-1404; 32767]"
-31363, "[-1405; 32767]"
-31362, "[-1406; 32767]"
-31361, "[-1407; 32767]"
-31360, "[-1408; 32767]"
-31359, "[-1409; 32767]"
-31358, "[-1410; 32767]"
-31357, "[-1411; 32767]"
-31356, "[-1412; 32767]"
-31355, "[-1413; 32767]"
-31354, "[-1414; 32767]"
-31353, "[-1415; 32767]"
-31352, "[-1416; 32767]"
-31351, "[-1417; 32767]"
-31350, "[-1418; 32767]"
-31349, "[-1419; 32767]"
-31348, "[-1420; 32767]"
-31347, "[-1421; 32767]"
-31346, "[-1422; 32767]"
-31345, "[-1423; 32767]"
-31344, "[-1424; 32767]"
-31343, "[-1425; 32767]"
-31342, "[-1426; 32767]"
-31341, "[-1427; 32767]"
-31340, "[-1428; 32767]"
-31339, "[-1429; 32767]"
-31338, "[-1430; 32767]"
-31337, "[-1431; 32767]"
-31336, "[-1432; 32767]"
-31335, "[-1433; 32767]"
-31334, "[-1434; 32767]"
-31333, "[-1435; 32767]"
-31332, "[-1436; 32767]"
-31331, "[-1437; 32767]"
-31330, "[-1438; 32767]"
-31329, "[-1439; 32767]"
-31328, "[-1440; 32767]"
-31327, "[-1441; 32767]"
-31326, "[-1442; 32767]"
-31325, "[-1443; 32767]"
-31324, "[-1444; 32767]"
-31323, "[-1445; 32767]"
-31322, "[-1446; 32767]"
-31321, "[-1447; 32767]"
-31320, "[-1448; 32767]"
-31319, "[-1449; 32767]"
-31318, "[-1450; 32767]"
-31317, "[-1451; 32767]"
-31316, "[-1452; 32767]"
-31315, "[-1453; 32767]"
-31314, "[-1454; 32767]"
-31313, "[-1455; 32767]"
-31312, "[-1456; 32767]"
-31311, "[-1457; 32767]"
-31310, "[-1458; 32767]"
-31309, "[-1459; 32767]"
-31308, "[-1460; 32767]"
-31307, "[-1461; 32767]"
-31306, "[-1462; 32767]"
-31305, "[-1463; 32767]"
-31304, "[-1464; 32767]"
-31303, "[-1465; 32767]"
-31302, "[-1466; 32767]"
-31301, "[-1467; 32767]"
-31300, "[-1468; 32767]"
-31299, "[-1469; 32767]"
-31298, "[-1470; 32767]"
-31297, "[-1471; 32767]"
-31296, "[-1472; 32767]"
-31295, "[-1473; 32767]"
-31294, "[-1474; 32767]"
-31293, "[-1475; 32767]"
-31292, "[-1476; 32767]"
-31291, "[-1477; 32767]"
-31290, "[-1478; 32767]"
-31289, "[-1479; 32767]"
-31288, "[-1480; 32767]"
-31287, "[-1481; 32767]"
-31286, "[-1482; 32767]"
-31285, "[-1483; 32767]"
-31284, "[-1484; 32767]"
-31283, "[-1485; 32767]"
-31282, "[-1486; 32767]"
-31281, "[-1487; 32767]"
-31280, "[-1488; 32767]"
-31279, "[-1489; 32767]"
-31278, "[-1490; 32767]"
-31277, "[-1491; 32767]"
-31276, "[-1492; 32767]"
-31275, "[-1493; 32767]"
-31274, "[-1494; 32767]"
-31273, "[-1495; 32767]"
-31272, "[-1496; 32767]"
-31271, "[-1497; 32767]"
-31270, "[-1498; 32767]"
-31269, "[-1499; 32767]"
-31268, "[-1500; 32767]"
-31267, "[-1501; 32767]"
-31266, "[-1502; 32767]"
-31265, "[-1503; 32767]"
-31264, "[-1504; 32767]"
-31263, "[-1505; 32767]"
-31262, "[-1506; 32767]"
-31261, "[-1507; 32767]"
-31260, "[-1508; 32767]"
-31259, "[-1509; 32767]"
-31258, "[-1510; 32767]"
-31257, "[-1511; 32767]"
-31256, "[-1512; 32767]"
-31255, "[-1513; 32767]"
-31254, "[-1514; 32767]"
-31253, "[-1515; 32767]"
-31252, "[-1516; 32767]"
-31251, "[-1517; 32767]"
-31250, "[-1518; 32767]"
-31249, "[-1519; 32767]"
-31248, "[-1520; 32767]"
-31247, "[-1521; 32767]"
-31246, "[-1522; 32767]"
-31245, "[-1523; 32767]"
-31244, "[-1524; 32767]"
-31243, "[-1525; 32767]"
-31242, "[-1526; 32767]"
-31241, "[-1527; 32767]"
-31240, "[-1528; 32767]"
-31239, "[-1529; 32767]"
-31238, "[-1530; 32767]"
-31237, "[-1531; 32767]"
-31236, "[-1532; 32767]"
-31235, "[-1533; 32767]"
-31234, "[-1534; 32767]"
-31233, "[-1535; 32767]"
-31232, "[-1536; 32767]"
-31231, "[-1537; 32767]"
-31230, "[-1538; 32767]"
-31229, "[-1539; 32767]"
-31228, "[-1540; 32767]"
-31227, "[-1541; 32767]"
-31226, "[-1542; 32767]"
-31225, "[-1543; 32767]"
-31224, "[-1544; 32767]"
-31223, "[-1545; 32767]"
-31222, "[-1546; 32767]"
-31221, "[-1547; 32767]"
-31220, "[-1548; 32767]"
-31219, "[-1549; 32767]"
-31218, "[-1550; 32767]"
-31217, "[-1551; 32767]"
-31216, "[-1552; 32767]"
-31215, "[-1553; 32767]"
-31214, "[-1554; 32767]"
-31213, "[-1555; 32767]"
-31212, "[-1556; 32767]"
-31211, "[-1557; 32767]"
-31210, "[-1558; 32767]"
-31209, "[-1559; 32767]"
-31208, "[-1560; 32767]"
-31207, "[-1561; 32767]"
-31206, "[-1562; 32767]"
-31205, "[-1563; 32767]"
-31204, "[-1564; 32767]"
-31203, "[-1565; 32767]"
-31202, "[-1566; 32767]"
-31201, "[-1567; 32767]"
-31200, "[-1568; 32767]"
-31199, "[-1569; 32767]"
-31198, "[-1570; 32767]"
-31197, "[-1571; 32767]"
-31196, "[-1572; 32767]"
-31195, "[-1573; 32767]"
-31194, "[-1574; 32767]"
-31193, "[-1575; 32767]"
-31192, "[-1576; 32767]"
-31191, "[-1577; 32767]"
-31190, "[-1578; 32767]"
-31189, "[-1579; 32767]"
-31188, "[-1580; 32767]"
-31187, "[-1581; 32767]"
-31186, "[-1582; 32767]"
-31185, "[-1583; 32767]"
-31184, "[-1584; 32767]"
-31183, "[-1585; 32767]"
-31182, "[-1586; 32767]"
-31181, "[-1587; 32767]"
-31180, "[-1588; 32767]"
-31179, "[-1589; 32767]"
-31178, "[-1590; 32767]"
-31177, "[-1591; 32767]"
-31176, "[-1592; 32767]"
-31175, "[-1593; 32767]"
-31174, "[-1594; 32767]"
-31173, "[-1595; 32767]"
-31172, "[-1596; 32767]"
-31171, "[-1597; 32767]"
-31170, "[-1598; 32767]"
-31169, "[-1599; 32767]"
-31168, "[-1600; 32767]"
-31167, "[-1601; 32767]"
-31166, "[-1602; 32767]"
-31165, "[-1603; 32767]"
-31164, "[-1604; 32767]"
-31163, "[-1605; 32767]"
-31162, "[-1606; 32767]"
-31161, "[-1607; 32767]"
-31160, "[-1608; 32767]"
-31159, "[-1609; 32767]"
-31158, "[-1610; 32767]"
-31157, "[-1611; 32767]"
-31156, "[-1612; 32767]"
-31155, "[-1613; 32767]"
-31154, "[-1614; 32767]"
-31153, "[-1615; 32767]"
-31152, "[-1616; 32767]"
-31151, "[-1617; 32767]"
-31150, "[-1618; 32767]"
-31149, "[-1619; 32767]"
-31148, "[-1620; 32767]"
-31147, "[-1621; 32767]"
-31146, "[-1622; 32767]"
-31145, "[-1623; 32767]"
-31144, "[-1624; 32767]"
-31143, "[-1625; 32767]"
-31142, "[-1626; 32767]"
-31141, "[-1627; 32767]"
-31140, "[-1628; 32767]"
-31139, "[-1629; 32767]"
-31138, "[-1630; 32767]"
-31137, "[-1631; 32767]"
-31136, "[-1632; 32767]"
-31135, "[-1633; 32767]"
-31134, "[-1634; 32767]"
-31133, "[-1635; 32767]"
-31132, "[-1636; 32767]"
-31131, "[-1637; 32767]"
-31130, "[-1638; 32767]"
-31129, "[-1639; 32767]"
-31128, "[-1640; 32767]"
-31127, "[-1641; 32767]"
-31126, "[-1642; 32767]"
-31125, "[-1643; 32767]"
-31124, "[-1644; 32767]"
-31123, "[-1645; 32767]"
-31122, "[-1646; 32767]"
-31121, "[-1647; 32767]"
-31120, "[-1648; 32767]"
-31119, "[-1649; 32767]"
-31118, "[-1650; 32767]"
-31117, "[-1651; 32767]"
-31116, "[-1652; 32767]"
-31115, "[-1653; 32767]"
-31114, "[-1654; 32767]"
-31113, "[-1655; 32767]"
-31112, "[-1656; 32767]"
-31111, "[-1657; 32767]"
-31110, "[-1658; 32767]"
-31109, "[-1659; 32767]"
-31108, "[-1660; 32767]"
-31107, "[-1661; 32767]"
-31106, "[-1662; 32767]"
-31105, "[-1663; 32767]"
-31104, "[-1664; 32767]"
-31103, "[-1665; 32767]"
-31102, "[-1666; 32767]"
-31101, "[-1667; 32767]"
-31100, "[-1668; 32767]"
-31099, "[-1669; 32767]"
-31098, "[-1670; 32767]"
-31097, "[-1671; 32767]"
-31096, "[-1672; 32767]"
-31095, "[-1673; 32767]"
-31094, "[-1674; 32767]"
-31093, "[-1675; 32767]"
-31092, "[-1676; 32767]"
-31091, "[-1677; 32767]"
-31090, "[-1678; 32767]"
-31089, "[-1679; 32767]"
-31088, "[-1680; 32767]"
-31087, "[-1681; 32767]"
-31086, "[-1682; 32767]"
-31085, "[-1683; 32767]"
-31084, "[-1684; 32767]"
-31083, "[-1685; 32767]"
-31082, "[-1686; 32767]"
-31081, "[-1687; 32767]"
-31080, "[-1688; 32767]"
-31079, "[-1689; 32767]"
-31078, "[-1690; 32767]"
-31077, "[-1691; 32767]"
-31076, "[-1692; 32767]"
-31075, "[-1693; 32767]"
-31074, "[-1694; 32767]"
-31073, "[-1695; 32767]"
-31072, "[-1696; 32767]"
-31071, "[-1697; 32767]"
-31070, "[-1698; 32767]"
-31069, "[-1699; 32767]"
-31068, "[-1700; 32767]"
-31067, "[-1701; 32767]"
-31066, "[-1702; 32767]"
-31065, "[-1703; 32767]"
-31064, "[-1704; 32767]"
-31063, "[-1705; 32767]"
-31062, "[-1706; 32767]"
-31061, "[-1707; 32767]"
-31060, "[-1708; 32767]"
-31059, "[-1709; 32767]"
-31058, "[-1710; 32767]"
-31057, "[-1711; 32767]"
-31056, "[-1712; 32767]"
-31055, "[-1713; 32767]"
-31054, "[-1714; 32767]"
-31053, "[-1715; 32767]"
-31052, "[-1716; 32767]"
-31051, "[-1717; 32767]"
-31050, "[-1718; 32767]"
-31049, "[-1719; 32767]"
-31048, "[-1720; 32767]"
-31047, "[-1721; 32767]"
-31046, "[-1722; 32767]"
-31045, "[-1723; 32767]"
-31044, "[-1724; 32767]"
-31043, "[-1725; 32767]"
-31042, "[-1726; 32767]"
-31041, "[-1727; 32767]"
-31040, "[-1728; 32767]"
-31039, "[-1729; 32767]"
-31038, "[-1730; 32767]"
-31037, "[-1731; 32767]"
-31036, "[-1732; 32767]"
-31035, "[-1733; 32767]"
-31034, "[-1734; 32767]"
-31033, "[-1735; 32767]"
-31032, "[-1736; 32767]"
-31031, "[-1737; 32767]"
-31030, "[-1738; 32767]"
-31029, "[-1739; 32767]"
-31028, "[-1740; 32767]"
-31027, "[-1741; 32767]"
-31026, "[-1742; 32767]"
-31025, "[-1743; 32767]"
-31024, "[-1744; 32767]"
-31023, "[-1745; 32767]"
-31022, "[-1746; 32767]"
-31021, "[-1747; 32767]"
-31020, "[-1748; 32767]"
-31019, "[-1749; 32767]"
-31018, "[-1750; 32767]"
-31017, "[-1751; 32767]"
-31016, "[-1752; 32767]"
-31015, "[-1753; 32767]"
-31014, "[-1754; 32767]"
-31013, "[-1755; 32767]"
-31012, "[-1756; 32767]"
-31011, "[-1757; 32767]"
-31010, "[-1758; 32767]"
-31009, "[-1759; 32767]"
-31008, "[-1760; 32767]"
-31007, "[-1761; 32767]"
-31006, "[-1762; 32767]"
-31005, "[-1763; 32767]"
-31004, "[-1764; 32767]"
-31003, "[-1765; 32767]"
-31002, "[-1766; 32767]"
-31001, "[-1767; 32767]"
-31000, "[-1768; 32767]"
-30999, "[-1769; 32767]"
-30998, "[-1770; 32767]"
-30997, "[-1771; 32767]"
-30996, "[-1772; 32767]"
-30995, "[-1773; 32767]"
-30994, "[-1774; 32767]"
-30993, "[-1775; 32767]"
-30992, "[-1776; 32767]"
-30991, "[-1777; 32767]"
-30990, "[-1778; 32767]"
-30989, "[-1779; 32767]"
-30988, "[-1780; 32767]"
-30987, "[-1781; 32767]"
-30986, "[-1782; 32767]"
-30985, "[-1783; 32767]"
-30984, "[-1784; 32767]"
-30983, "[-1785; 32767]"
-30982, "[-1786; 32767]"
-30981, "[-1787; 32767]"
-30980, "[-1788; 32767]"
-30979, "[-1789; 32767]"
-30978, "[-1790; 32767]"
-30977, "[-1791; 32767]"
-30976, "[-1792; 32767]"
-30975, "[-1793; 32767]"
-30974, "[-1794; 32767]"
-30973, "[-1795; 32767]"
-30972, "[-1796; 32767]"
-30971, "[-1797; 32767]"
-30970, "[-1798; 32767]"
-30969, "[-1799; 32767]"
-30968, "[-1800; 32767]"
-30967, "[-1801; 32767]"
-30966, "[-1802; 32767]"
-30965, "[-1803; 32767]"
-30964, "[-1804; 32767]"
-30963, "[-1805; 32767]"
-30962, "[-1806; 32767]"
